,chem_id,BC01006-651C_01,BC01006-651C_02,BC01007-663C_01,BC01007-663C_02,BC01008-670C_01,BC01008-670C_02,BC01009-678C_01,BC01009-678C_02,BC01010-647C_01,BC01010-647C_02,BC01011-656C_01,BC01011-656C_02,BC01012-659C_01,BC01012-659C_02,BC01013-675C_01,BC01013-675C_02,BC01014-677C_01,BC01014-677C_02,BC01015-685C_01,BC01015-685C_02,BC01135-651M_01,BC01135-651M_02,BC01138-663M_01,BC01138-663M_02,BC01140-670M_01,BC01140-670M_02,BC01142-678M_01,BC01142-678M_02,BC01144-647M_01,BC01144-647M_02,BC01146-656M_01,BC01146-656M_02,BC01148-659M_01,BC01148-659M_02,BC01150-675M_01,BC01150-675M_02,BC01152-677M_01,BC01152-677M_02,BC01154-685M_01,BC01154-685M_02,BC01016-661C_01,BC01016-661C_02,BC01017-665C_01,BC01017-665C_02,BC01018-682C_01,BC01018-682C_02,BC01019-666C_01,BC01019-666C_02,BC01020-680C_01,BC01020-680C_02,BC01021-645C_01,BC01021-645C_02,BC01022-649C_01,BC01022-649C_02,BC01023-669C_01,BC01023-669C_02,BC01024-660C_01,BC01024-660C_02,BC01025-672C_01,BC01025-672C_02,BC01155-661M_01,BC01155-661M_02,BC01156-665M_01,BC01156-665M_02,BC01157-682M_01,BC01157-682M_02,BC01158-666M_01,BC01158-666M_02,BC01159-680M_01,BC01159-680M_02,BC01160-645M_01,BC01160-645M_02,BC01161-649M_01,BC01161-649M_02,BC01162-669M_01,BC01162-669M_02,BC01163-660M_01,BC01163-660M_02,BC01164-672M_01,BC01164-672M_02,BC01026-589C_01,BC01026-589C_02,BC01027-590C_01,BC01027-590C_02,BC01028-584C_01,BC01028-584C_02,BC01029-182C_01,BC01029-182C_02,BC01030-180C_01,BC01030-180C_02,BC01031-700C_01,BC01031-700C_02,BC01032-689C_01,BC01032-689C_02,BC01033-686C_01,BC01033-686C_02,BC01034-690C_01,BC01034-690C_02,BC01035-692C_01,BC01035-692C_02,BC01165-589M_01,BC01165-589M_02,BC01166-590M_01,BC01166-590M_02,BC01167-584M_01,BC01167-584M_02,BC01168-182M_01,BC01168-182M_02,BC01169-180M_01,BC01169-180M_02,BC01170-700M_01,BC01170-700M_02,BC01171-689M_01,BC01171-689M_02,BC01172-686M_01,BC01172-686M_02,BC01173-690M_01,BC01173-690M_02,BC01175-692M_01,BC01175-692M_02,BC01036-694C_01,BC01036-694C_02,BC01037-710C_01,BC01037-710C_02,BC01038-701C_01,BC01038-701C_02,BC01039-714C_01,BC01039-714C_02,BC01040-711C_01,BC01040-711C_02,BC01041-706C_01,BC01041-706C_02,BC01042-719C_01,BC01042-719C_02,BC01043-562C_01,BC01043-562C_02,BC01044-164C_01,BC01044-164C_02,BC01045-163C_01,BC01045-163C_02,BC01177-694M_01,BC01177-694M_02,BC01179-710M_01,BC01179-710M_02,BC01181-701M_01,BC01181-701M_02,BC01183-714M_01,BC01183-714M_02,BC01185-711M_01,BC01185-711M_02,BC01187-706M_01,BC01187-706M_02,BC01189-719M_01,BC01189-719M_02,BC01190-562M_01,BC01190-562M_02,BC01192-164M_01,BC01192-164M_02,BC01194-163M_01,BC01194-163M_02,BC01046-141C_01,BC01046-141C_02,BC01047-145C_01,BC01047-145C_02,BC01048-546C_01,BC01048-546C_02,BC01049-172C_01,BC01049-172C_02,BC01050-139C_01,BC01050-139C_02,BC01051-569C_01,BC01051-569C_02,BC01052-533C_01,BC01052-533C_02,BC01053-174C_01,BC01053-174C_02,BC01054-438C_01,BC01054-438C_02,BC01055-512C_01,BC01055-512C_02,BC01196-141M_01,BC01196-141M_02,BC01198-145M_01,BC01198-145M_02,BC01200-546M_01,BC01200-546M_02,BC01201-172M_01,BC01201-172M_02,BC01202-139M_01,BC01202-139M_02,BC01203-569M_01,BC01203-569M_02,BC01204-533M_01,BC01204-533M_02,BC01205-174M_01,BC01205-174M_02,BC01206-512M_01,BC01206-512M_02,BC01207-438M_01,BC01207-438M_02,BC01056-634C_01,BC01056-634C_02,BC01057-520C_01,BC01057-520C_02,BC01058-115C_01,BC01058-115C_02,BC01059-643C_01,BC01059-643C_02,BC01060-654C_01,BC01060-654C_02,BC01061-425C_01,BC01061-425C_02,BC01062-638C_01,BC01062-638C_02,BC01063-451C_01,BC01063-451C_02,BC01064-722C_01,BC01064-722C_02,BC01065-497C_01,BC01065-497C_02,BC01174-497M_01,BC01174-497M_02,BC01208-520M_01,BC01208-520M_02,BC01209-634M_01,BC01209-634M_02,BC01210-115M_01,BC01210-115M_02,BC01211-643M_01,BC01211-643M_02,BC01212-425M_01,BC01212-425M_02,BC01213-654M_01,BC01213-654M_02,BC01214-451M_01,BC01214-451M_02,BC01215-638M_01,BC01215-638M_02,BC01216-722M_01,BC01216-722M_02,BC01066-712C_01,BC01066-712C_02,BC01067-321C_01,BC01067-321C_02,BC01068-704C_01,BC01068-704C_02,BC01069-705C_01,BC01069-705C_02,BC01070-405C_01,BC01070-405C_02,BC01071-716C_01,BC01071-716C_02,BC01072-310C_01,BC01072-310C_02,BC01073-418C_01,BC01073-418C_02,BC01074-324C_01,BC01074-324C_02,BC01075-443C_01,BC01075-443C_02,BC01176-321M_01,BC01176-321M_02,BC01178-405M_01,BC01178-405M_02,BC01180-310M_01,BC01180-310M_02,BC01182-324M_01,BC01182-324M_02,BC01217-712M_01,BC01217-712M_02,BC01218-704M_01,BC01218-704M_02,BC01219-705M_01,BC01219-705M_02,BC01220-716M_01,BC01220-716M_02,BC01221-418M_01,BC01221-418M_02,BC01222-443M_01,BC01222-443M_02,BC01076-327C_01,BC01076-327C_02,BC01077-186C_01,BC01077-186C_02,BC01078-571C_01,BC01078-571C_02,BC01079-754C_01,BC01079-754C_02,BC01080-760C_01,BC01080-760C_02,BC01081-114C_01,BC01081-114C_02,BC01082-763C_01,BC01082-763C_02,BC01083-525C_01,BC01083-525C_02,BC01084-753C_01,BC01084-753C_02,BC01085-353C_01,BC01085-353C_02,BC01184-327M_01,BC01184-327M_02,BC01186-571M_01,BC01186-571M_02,BC01188-114M_01,BC01188-114M_02,BC01191-525M_01,BC01191-525M_02,BC01193-353M_01,BC01193-353M_02,BC01223-186M_01,BC01223-186M_02,BC01224-754M_01,BC01224-754M_02,BC01225-760M_01,BC01225-760M_02,BC01226-763M_01,BC01226-763M_02,BC01227-753M_01,BC01227-753M_02,BC01086-751C_01,BC01086-751C_02,BC01087-398C_01,BC01087-398C_02,BC01088-762C_01,BC01088-762C_02,BC01089-372C_01,BC01089-372C_02,BC01090-764C_01,BC01090-764C_02,BC01091-380C_01,BC01091-380C_02,BC01092-789C_01,BC01092-789C_02,BC01093-776C_01,BC01093-776C_02,BC01094-213C_01,BC01094-213C_02,BC01095-216C_01,BC01095-216C_02,BC01195-398M_01,BC01195-398M_02,BC01197-372M_01,BC01197-372M_02,BC01199-380M_01,BC01199-380M_02,BC01228-751M_01,BC01228-751M_02,BC01229-762M_01,BC01229-762M_02,BC01230-764M_01,BC01230-764M_02,BC01231-789M_01,BC01231-789M_02,BC01232-776M_01,BC01232-776M_02,BC01233-213M_01,BC01233-213M_02,BC01234-216M_01,BC01234-216M_02,BC01096-755C_01,BC01096-755C_02,BC01097-211C_01,BC01097-211C_02,BC01098-218C_01,BC01098-218C_02,BC01099-224C_01,BC01099-224C_02,BC01100-225C_01,BC01100-225C_02,BC01101-232C_01,BC01101-232C_02,BC01102-229C_01,BC01102-229C_02,BC01103-223C_01,BC01103-223C_02,BC01104-241C_01,BC01104-241C_02,BC01105-242C_01,BC01105-242C_02,BC01235-755M_01,BC01235-755M_02,BC01236-211M_01,BC01236-211M_02,BC01237-218M_01,BC01237-218M_02,BC01238-224M_01,BC01238-224M_02,BC01239-225M_01,BC01239-225M_02,BC01240-232M_01,BC01240-232M_02,BC01241-229M_01,BC01241-229M_02,BC01242-223M_01,BC01242-223M_02,BC01243-241M_01,BC01243-241M_02,BC01244-242M_01,BC01244-242M_02,BC01106-239C_01,BC01106-239C_02,BC01107-807C_01,BC01107-807C_02,BC01108-825C_01,BC01108-825C_02,BC01109-832C_01,BC01109-832C_02,BC01111-815C_01,BC01111-815C_02,BC01112-830C_01,BC01112-830C_02,BC01113-761C_01,BC01113-761C_02,BC01114-836C_01,BC01114-836C_02,BC01115-796C_01,BC01115-796C_02,BC01245-239M_01,BC01245-239M_02,BC01246-807M_01,BC01246-807M_02,BC01247-825M_01,BC01247-825M_02,BC01249-830M_01,BC01249-830M_02,BC01250-836M_01,BC01250-836M_02,BC01271-832M_01,BC01271-832M_02,BC01272-815M_01,BC01272-815M_02,BC01273-761M_01,BC01273-761M_02,BC01274-796M_01,BC01274-796M_02,BC01116-835C_01,BC01116-835C_02,BC01117-795C_01,BC01117-795C_02,BC01118-831C_01,BC01118-831C_02,BC01120-820C_01,BC01120-820C_02,BC01121-799C_01,BC01121-799C_02,BC01122-805C_01,BC01122-805C_02,BC01123-784C_01,BC01123-784C_02,BC01124-817C_01,BC01124-817C_02,BC01125-790C_01,BC01125-790C_02,BC01126-827C_01,BC01126-827C_02,BC01251-835M_01,BC01251-835M_02,BC01252-831M_01,BC01252-831M_02,BC01253-820M_01,BC01253-820M_02,BC01254-805M_01,BC01254-805M_02,BC01255-817M_01,BC01255-817M_02,BC01256-827M_01,BC01256-827M_02,BC01275-795M_01,BC01275-795M_02,BC01277-799M_01,BC01277-799M_02,BC01278-784M_01,BC01278-784M_02,BC01279-790M_01,BC01279-790M_02,BC01127-785C_01,BC01127-785C_02,BC01128-828C_01,BC01128-828C_02,BC01129-794C_01,BC01129-794C_02,BC01130-824C_01,BC01130-824C_02,BC01131-813C_01,BC01131-813C_02,BC01132-802C_01,BC01132-802C_02,BC01133-793C_01,BC01133-793C_02,BC01134-809C_01,BC01134-809C_02,BC01136-783C_01,BC01136-783C_02,BC01257-828M_01,BC01257-828M_02,BC01258-824M_01,BC01258-824M_02,BC01259-802M_01,BC01259-802M_02,BC01260-809M_01,BC01260-809M_02,BC01261-783M_01,BC01261-783M_02,BC01280-785M_01,BC01280-785M_02,BC01281-794M_01,BC01281-794M_02,BC01282-813M_01,BC01282-813M_02,BC01283-793M_01,BC01283-793M_02,BC01137-816C_01,BC01137-816C_02,BC01139-819C_01,BC01139-819C_02,BC01141-781C_01,BC01141-781C_02,BC01143-834C_01,BC01143-834C_02,BC01147-801C_01,BC01147-801C_02,BC01149-797C_01,BC01149-797C_02,BC01151-812C_01,BC01151-812C_02,BC01153-814C_01,BC01153-814C_02,BC01262-816M_01,BC01262-816M_02,BC01263-819M_01,BC01263-819M_02,BC01264-781M_01,BC01264-781M_02,BC01265-834M_01,BC01265-834M_02,BC01267-801M_01,BC01267-801M_02,BC01268-797M_01,BC01268-797M_02,BC01269-812M_01,BC01269-812M_02,BC01270-814M_01,BC01270-814M_02,BC01517-243M_01,BC01517-243M_02,BC01528-243C_01,BC01528-243C_02,BC01518-255M_01,BC01518-255M_02,BC01519-253M_01,BC01519-253M_02,BC01520-264M_01,BC01520-264M_02,BC01521-838M_01,BC01521-838M_02,BC01522-849M_01,BC01522-849M_02,BC01523-839M_01,BC01523-839M_02,BC01524-842M_01,BC01524-842M_02,BC01525-846M_01,BC01525-846M_02,BC01526-845M_01,BC01526-845M_02,BC01529-255C_01,BC01529-255C_02,BC01530-253C_01,BC01530-253C_02,BC01531-264C_01,BC01531-264C_02,BC01532-838C_01,BC01532-838C_02,BC01533-849C_01,BC01533-849C_02,BC01534-839C_01,BC01534-839C_02,BC01535-842C_01,BC01535-842C_02,BC01536-846C_01,BC01536-846C_02,BC01537-845C_01,BC01537-845C_02,Compound,Mass,Retention Time,Formula,Ionization mode,Score,DF of samples
0,158.0848_1.8474_0,,46408.0,191067.0,262526.0,,462627.0,139313.0,95321.0,,101430.0,1560799.0,1636559.0,150026.0,,1666541.0,1622559.0,498415.0,639004.0,3966234.0,3808094.0,187750.0,55927.0,1991813.0,1996987.0,1049403.0,72526.0,1266356.0,1428506.0,1759335.0,162411.0,2696195.0,1729855.0,1439673.0,1583861.0,8332544.0,8308663.0,763440.0,778851.0,3162448.0,920163.0,1117769.0,,,244956.0,,,269740.0,178237.0,245730.0,267204.0,,,,195334.0,,,422163.0,5990438.0,,,6945834.0,,348975.0,217572.0,,,,,408723.0,394980.0,,,361595.0,614187.0,2320865.0,1973276.0,16100000.0,16300000.0,1875284.0,1884483.0,907348.0,163988.0,,,115372.0,58366.0,102968.0,70236.0,578470.0,554467.0,1167102.0,1075362.0,,,98966.0,105350.0,98645.0,133028.0,1834827.0,330115.0,90465.0,38908.0,250185.0,210850.0,145761.0,156696.0,225447.0,392813.0,1177789.0,565068.0,2226865.0,2669619.0,353103.0,895306.0,107957.0,95855.0,243883.0,212621.0,1345824.0,872889.0,201203.0,,155094.0,79825.0,5778923.0,838202.0,1351263.0,506891.0,,,324239.0,423639.0,66258.0,283941.0,192523.0,83296.0,645429.0,778276.0,43812.0,53900.0,611030.0,167281.0,365272.0,54703.0,6519384.0,5950094.0,2096358.0,2444428.0,,,402822.0,357029.0,101903.0,86160.0,146096.0,171930.0,1986597.0,517120.0,118278.0,177494.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31970.0,,,,805653.0,,,,,,,,,,,,251503.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,611119.0,370307.0,224316.0,238555.0,2182745.0,1835970.0,6018.0,263701.0,248261.0,1557323.0,87373.0,101616.0,109017.0,86395.0,91881.0,104872.0,1136059.0,1120296.0,190513.0,202761.0,661667.0,696120.0,93100.0,119459.0,318322.0,292456.0,80127.0,816199.0,209934.0,131190.0,143454.0,3015788.0,248819.0,314614.0,216479.0,164287.0,97791.0,209479.0,164126.0,273780.0,,,,,308048.0,,,,,,,,,,,,,,,,,,,,,,1313102.0,,,,,,,,,,,1672245.0,,,151063.0,352250.0,1244079.0,1181186.0,1067339.0,1124312.0,827472.0,561379.0,530745.0,561228.0,110739.0,77176.0,,,306034.0,140913.0,,,,,270438.0,301313.0,277832.0,928929.0,37919.0,355094.0,370720.0,568781.0,1086000.0,394780.0,1047548.0,1053414.0,316152.0,211195.0,482054.0,301374.0,405193.0,221867.0,,,370868.0,288409.0,442980.0,446511.0,1951489.0,98680.0,,78128.0,,,,,141050.0,168640.0,167417.0,116968.0,,,2055608.0,2138737.0,649147.0,649880.0,,,778960.0,765374.0,118611.0,305369.0,110709.0,120335.0,115278.0,110806.0,166558.0,269010.0,557252.0,560667.0,167769.0,164543.0,2538690.0,2914034.0,,,156804.0,137153.0,377527.0,384678.0,492813.0,753288.0,944343.0,1429939.0,524000.0,392066.0,,,,,,,126012.0,148448.0,353578.0,164770.0,103480.0,860611.0,110206.0,611892.0,154726.0,144566.0,400279.0,484102.0,938731.0,966098.0,192544.0,193191.0,,,395759.0,702629.0,440608.0,402057.0,476670.0,,,,444475.0,558180.0,590416.0,702429.0,,,423236.0,,,,83441.0,,2177236.0,,,872504.0,85160.0,63354.0,484410.0,580154.0,283030.0,894646.0,152127.0,146257.0,1090979.0,142035.0,264544.0,326275.0,201210.0,94640.0,62181.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,521511.0,447501.0,,,,,,,114202.0,113766.0,,,,,,,320402.0,375279.0,,,,,,,624697.0,610833.0,,,,,,,66302.0,,,,,,,66225.0,204405.0,209779.0,86815.0,335926.0,548783.0,496538.0,,,81003.0,86091.0,,,,,,,,,,,,,642654.0,690688.0,,,,,"1,8-Naphthalenediamine",158.0848,1.8473673,C10 H10 N2,Esi+,72.07,312
1,158.0836_3.4772_1,,,,,,,,,,,,,,,,,,541858.0,,,829709.0,148553.0,,,,7593064.0,,1494318.0,,,,,,1414934.0,,,,,,,3361289.0,,,,,,,,,,,,,1457766.0,,,,,,,8823004.0,,,,,,,,,,,,,,1535595.0,1684277.0,,,,,,308421.0,,,,159406.0,219343.0,187523.0,,,,,,,1216511.0,552274.0,,406385.0,,2271534.0,,,9096041.0,8351295.0,1610454.0,1172358.0,73911.0,,,1775606.0,,,,,,,443191.0,,,,,,,,,,,,,,,,,,,,3081948.0,,,,,,,,,,,,,,,,,,,7804435.0,,,1629774.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,727617.0,,,,,228912.0,,,,,,,,,,,,,,344907.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1858875.0,,,,,,,,,,,,,,,,,,,,,,127497.0,,,,,,,,,,,862523.0,,,,,,,,,,,,,,,,,,,,,281506.0,194329.0,,,,,,,,,,,700079.0,,,,,,,,,211635.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,8-Naphthalenediamine Esi+3.477163",158.0836,3.4771629999999996,C10 H10 N2,Esi+,70.41,39
2,146.0728_6.9199_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1211483.0,1144957.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,670530.0,621502.0,1015560.0,886722.0,886963.0,920781.0,498450.0,530228.0,950966.0,1002365.0,824664.0,810502.0,1370135.0,1365061.0,863708.0,852670.0,1080586.0,1062882.0,,,,,,,,,,,,,115803.0,109872.0,,,,,,,124207.0,126599.0,681491.0,681459.0,,,532673.0,426539.0,226579.0,271128.0,363986.0,389336.0,451216.0,444425.0,614288.0,675192.0,681162.0,576517.0,893548.0,932419.0,505044.0,529716.0,98868.0,109783.0,,,163184.0,,,,,,,,,,,,119028.0,101040.0,88130.0,92669.0,528058.0,515992.0,,,509259.0,209803.0,367077.0,352828.0,570946.0,541780.0,441889.0,458743.0,277412.0,259733.0,263326.0,240572.0,217037.0,241472.0,953111.0,876374.0,74633.0,67618.0,,,255884.0,265087.0,,,,,,,37916.0,,113150.0,119692.0,,,70467.0,65212.0,456798.0,508157.0,390446.0,357702.0,371469.0,354279.0,,,524876.0,552596.0,677576.0,700737.0,443017.0,419829.0,638199.0,659166.0,,,330532.0,341096.0,,,,,,,,114751.0,,,,,,,,,,80408.0,,,326621.0,346167.0,,,225210.0,219614.0,581618.0,582178.0,296494.0,316495.0,243100.0,262817.0,165521.0,178626.0,415459.0,454777.0,404400.0,457762.0,274817.0,309032.0,,,,,,60446.0,,,,,,,,,,175673.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,541567.0,500083.0,430279.0,444841.0,305675.0,147072.0,183106.0,202519.0,,,487024.0,111851.0,462079.0,461172.0,434976.0,403456.0,208627.0,178056.0,,,,,,,44441.0,38385.0,,,,,,,,,,49408.0,235805.0,254841.0,390871.0,368877.0,245827.0,197842.0,254758.0,284882.0,122632.0,,82989.0,245134.0,321987.0,271364.0,,217540.0,388404.0,374610.0,306782.0,299080.0,,,,,,,,,,,,,,,,,,,,78975.0,253480.0,116522.0,110497.0,174664.0,160267.0,330144.0,197375.0,190714.0,106216.0,103297.0,136901.0,129207.0,,92321.0,179411.0,232478.0,177048.0,173850.0,,,,,,99885.0,,,105320.0,,156348.0,166808.0,,,,,,31098.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42871.0,,150351.0,,,,,,,,,,,,90736.0,84371.0,252942.0,236708.0,202214.0,172282.0,113417.0,96171.0,84980.0,217266.0,117123.0,132284.0,64983.0,74375.0,175478.0,191793.0,167039.0,90201.0,105393.0,74274.0,Methyl styryl ketone Esi+6.9198995,146.0728,6.9198995,C10 H10 O,Esi+,76.48,196
3,146.0734_10.7761_3,,20760.0,49679.0,38138.0,89645.0,44712.0,7036.0,,15817.0,54748.0,34088.0,34993.0,25027.0,28494.0,19512.0,34522.0,7652.0,23140.0,,,38993.0,10446.0,,,28895.0,19709.0,10897.0,37258.0,6460.0,18682.0,11382.0,,36028.0,44337.0,24944.0,36854.0,,17394.0,23566.0,,,141976.0,11099.0,,35960.0,37194.0,78948.0,74856.0,,,,,,15412.0,41977.0,42665.0,37101.0,,26149.0,15851.0,,,37195.0,,,,32345.0,23686.0,,7003.0,18442.0,16184.0,14140.0,,5365.0,,,,21480.0,26075.0,103770.0,50197.0,,,,76513.0,74614.0,82003.0,53556.0,,24324.0,,68698.0,19895.0,77773.0,82159.0,24233.0,56373.0,,70515.0,50381.0,65506.0,5465.0,40295.0,,16938.0,8233.0,22246.0,33060.0,19822.0,8389.0,9043.0,25012.0,22163.0,13773.0,31140.0,,11455.0,25541.0,20611.0,39541.0,19112.0,19894.0,,39217.0,16686.0,36518.0,42161.0,,52507.0,,7640.0,88337.0,37046.0,24094.0,,41393.0,34818.0,39487.0,22495.0,42518.0,,22111.0,25124.0,6958.0,6012.0,56538.0,47039.0,14028.0,,36544.0,14673.0,,,,,10520.0,25521.0,23509.0,5359.0,41961.0,20898.0,35273.0,,,,,27471.0,29793.0,,39960.0,32872.0,39440.0,35878.0,28359.0,31715.0,19201.0,32818.0,,,9156.0,22507.0,25470.0,,35515.0,20368.0,18991.0,,19150.0,16962.0,19385.0,25621.0,,8212.0,17254.0,13688.0,27553.0,28527.0,13984.0,10763.0,,,,48980.0,,,,,,18575.0,,,,40874.0,20325.0,,,,10076.0,44695.0,9735.0,,20419.0,11001.0,19556.0,17402.0,7017.0,24588.0,23987.0,13078.0,16435.0,9313.0,32399.0,22231.0,17045.0,8072.0,7811.0,,24998.0,,,,,,,,,,,,,,,,,6458.0,,,,,11306.0,8408.0,5048.0,,,7017.0,,11476.0,,11145.0,11877.0,20278.0,6098.0,,,10086.0,,9257.0,,,,,,,,,,,,,,,19419.0,5929.0,,17656.0,,15893.0,,,,6257.0,,,,,,,,,,14399.0,,5278.0,,5078.0,,,,,,11384.0,,,,8400.0,,,,,,,,,,,,,,,26865.0,,,,,,,25638.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23707.0,,,,,,,,,,6681.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Methyl styryl ketone,146.0734,10.776135,C10 H10 O,Esi+,85.82,194
4,146.0733_12.8363_4,,,93701.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59827.0,,,,,,,,,,,68997.0,76019.0,,,,45186.0,,,,,22110.0,,,,,,,,,,,,,,,,,,,,,,,,,,36509.0,34090.0,,,36258.0,40420.0,,,,,,,105065.0,91372.0,,,44773.0,,,,,,,42001.0,34059.0,,,,,,,,,,,,,,,,30202.0,31580.0,23968.0,,,,49951.0,48689.0,35773.0,38060.0,,,,,,,33082.0,33410.0,,,,,,,,,23470.0,23966.0,,,25434.0,32091.0,,,,,,,,,,,30176.0,25333.0,,,,,,,,,,19704.0,,,,,,,,,,,,,,,,,,21866.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20087.0,,,,,,,,,,,,,21465.0,20798.0,,,,,,,,,21810.0,,,,,,,,,,,,,,,,22258.0,24545.0,,,21929.0,21421.0,28613.0,27666.0,,,,,,,26617.0,25010.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Methyl styryl ketone Esi+12.836297,146.0733,12.836297,C10 H10 O,Esi+,87.18,44
