,chem_id,BC01006-651C_01,BC01006-651C_02,BC01007-663C_01,BC01007-663C_02,BC01008-670C_01,BC01008-670C_02,BC01009-678C_01,BC01009-678C_02,BC01010-647C_01,BC01010-647C_02,BC01011-656C_01,BC01011-656C_02,BC01012-659C_01,BC01012-659C_02,BC01013-675C_01,BC01013-675C_02,BC01014-677C_01,BC01014-677C_02,BC01015-685C_01,BC01015-685C_02,BC01016-661C_01,BC01016-661C_02,BC01017-665C_01,BC01017-665C_02,BC01018-682C_01,BC01018-682C_02,BC01019-666C_01,BC01019-666C_02,BC01020-680C_01,BC01020-680C_02,BC01021-645C_01,BC01021-645C_02,BC01022-649C_01,BC01022-649C_02,BC01023-669C_01,BC01023-669C_02,BC01024-660C_01,BC01024-660C_02,BC01025-672C_01,BC01025-672C_02,BC01026-589C_01,BC01026-589C_02,BC01027-590C_01,BC01027-590C_02,BC01028-584C_01,BC01028-584C_02,BC01029-182C_01,BC01029-182C_02,BC01030-180C_01,BC01030-180C_02,BC01031-700C_01,BC01031-700C_02,BC01032-689C_01,BC01032-689C_02,BC01033-686C_01,BC01033-686C_02,BC01034-690C_01,BC01034-690C_02,BC01035-692C_01,BC01035-692C_02,BC01036-694C_01,BC01036-694C_02,BC01037-710C_01,BC01037-710C_02,BC01038-701C_01,BC01038-701C_02,BC01039-714C_01,BC01039-714C_02,BC01040-711C_01,BC01040-711C_02,BC01041-706C_01,BC01041-706C_02,BC01042-719C_01,BC01042-719C_02,BC01043-562C_01,BC01043-562C_02,BC01044-164C_01,BC01044-164C_02,BC01045-163C_01,BC01045-163C_02,BC01046-141C_01,BC01046-141C_02,BC01047-145C_01,BC01047-145C_02,BC01048-546C_01,BC01048-546C_02,BC01049-172C_01,BC01049-172C_02,BC01050-139C_01,BC01050-139C_02,BC01051-569C_01,BC01051-569C_02,BC01052-533C_01,BC01052-533C_02,BC01053-174C_01,BC01053-174C_02,BC01054-438C_01,BC01054-438C_02,BC01055-512C_01,BC01055-512C_02,BC01056-634C_01,BC01056-634C_02,BC01057-520C_01,BC01057-520C_02,BC01058-115C_01,BC01058-115C_02,BC01059-643C_01,BC01059-643C_02,BC01060-654C_01,BC01060-654C_02,BC01061-425C_01,BC01061-425C_02,BC01062-638C_01,BC01062-638C_02,BC01063-451C_01,BC01063-451C_02,BC01064-722C_01,BC01064-722C_02,BC01065-497C_01,BC01065-497C_02,BC01066-712C_01,BC01066-712C_02,BC01067-321C_01,BC01067-321C_02,BC01068-704C_01,BC01068-704C_02,BC01069-705C_01,BC01069-705C_02,BC01070-405C_01,BC01070-405C_02,BC01071-716C_01,BC01071-716C_02,BC01072-310C_01,BC01072-310C_02,BC01073-418C_01,BC01073-418C_02,BC01074-324C_01,BC01074-324C_02,BC01075-443C_01,BC01075-443C_02,BC01076-327C_01,BC01076-327C_02,BC01077-186C_01,BC01077-186C_02,BC01078-571C_01,BC01078-571C_02,BC01079-754C_01,BC01079-754C_02,BC01080-760C_01,BC01080-760C_02,BC01081-114C_01,BC01081-114C_02,BC01082-763C_01,BC01082-763C_02,BC01083-525C_01,BC01083-525C_02,BC01084-753C_01,BC01084-753C_02,BC01085-353C_01,BC01085-353C_02,BC01086-751C_01,BC01086-751C_02,BC01087-398C_01,BC01087-398C_02,BC01088-762C_01,BC01088-762C_02,BC01089-372C_01,BC01089-372C_02,BC01090-764C_01,BC01090-764C_02,BC01091-380C_01,BC01091-380C_02,BC01092-789C_01,BC01092-789C_02,BC01093-776C_01,BC01093-776C_02,BC01094-213C_01,BC01094-213C_02,BC01095-216C_01,BC01095-216C_02,BC01096-755C_01,BC01096-755C_02,BC01097-211C_01,BC01097-211C_02,BC01098-218C_01,BC01098-218C_02,BC01099-224C_01,BC01099-224C_02,BC01100-225C_01,BC01100-225C_02,BC01101-232C_01,BC01101-232C_02,BC01102-229C_01,BC01102-229C_02,BC01103-223C_01,BC01103-223C_02,BC01104-241C_01,BC01104-241C_02,BC01105-242C_01,BC01105-242C_02,BC01106-239C_01,BC01106-239C_02,BC01107-807C_01,BC01107-807C_02,BC01108-825C_01,BC01108-825C_02,BC01109-832C_01,BC01109-832C_02,BC01111-815C_01,BC01111-815C_02,BC01112-830C_01,BC01112-830C_02,BC01113-761C_01,BC01113-761C_02,BC01114-836C_01,BC01114-836C_02,BC01115-796C_01,BC01115-796C_02,BC01116-835C_01,BC01116-835C_02,BC01117-795C_01,BC01117-795C_02,BC01118-831C_01,BC01118-831C_02,BC01120-820C_01,BC01120-820C_02,BC01121-799C_01,BC01121-799C_02,BC01122-805C_01,BC01122-805C_02,BC01123-784C_01,BC01123-784C_02,BC01124-817C_01,BC01124-817C_02,BC01125-790C_01,BC01125-790C_02,BC01126-827C_01,BC01126-827C_02,BC01127-785C_01,BC01127-785C_02,BC01128-828C_01,BC01128-828C_02,BC01129-794C_01,BC01129-794C_02,BC01130-824C_01,BC01130-824C_02,BC01131-813C_01,BC01131-813C_02,BC01132-802C_01,BC01132-802C_02,BC01133-793C_01,BC01133-793C_02,BC01134-809C_01,BC01134-809C_02,BC01135-651M_01,BC01135-651M_02,BC01136-783C_01,BC01136-783C_02,BC01137-816C_01,BC01137-816C_02,BC01138-663M_01,BC01138-663M_02,BC01139-819C_01,BC01139-819C_02,BC01140-670M_01,BC01140-670M_02,BC01141-781C_01,BC01141-781C_02,BC01142-678M_01,BC01142-678M_02,BC01143-834C_01,BC01143-834C_02,BC01144-647M_01,BC01144-647M_02,BC01146-656M_01,BC01146-656M_02,BC01147-801C_01,BC01147-801C_02,BC01148-659M_01,BC01148-659M_02,BC01149-797C_01,BC01149-797C_02,BC01150-675M_01,BC01150-675M_02,BC01151-812C_01,BC01151-812C_02,BC01152-677M_01,BC01152-677M_02,BC01153-814C_01,BC01153-814C_02,BC01154-685M_01,BC01154-685M_02,BC01155-661M_01,BC01155-661M_02,BC01156-665M_01,BC01156-665M_02,BC01157-682M_01,BC01157-682M_02,BC01158-666M_01,BC01158-666M_02,BC01159-680M_01,BC01159-680M_02,BC01160-645M_01,BC01160-645M_02,BC01161-649M_01,BC01161-649M_02,BC01162-669M_01,BC01162-669M_02,BC01163-660M_01,BC01163-660M_02,BC01164-672M_01,BC01164-672M_02,BC01165-589M_01,BC01165-589M_02,BC01166-590M_01,BC01166-590M_02,BC01167-584M_01,BC01167-584M_02,BC01168-182M_01,BC01168-182M_02,BC01169-180M_01,BC01169-180M_02,BC01170-700M_01,BC01170-700M_02,BC01171-689M_01,BC01171-689M_02,BC01172-686M_01,BC01172-686M_02,BC01173-690M_01,BC01173-690M_02,BC01174-497M_01,BC01174-497M_02,BC01175-692M_01,BC01175-692M_02,BC01176-321M_01,BC01176-321M_02,BC01177-694M_01,BC01177-694M_02,BC01178-405M_01,BC01178-405M_02,BC01179-710M_01,BC01179-710M_02,BC01180-310M_01,BC01180-310M_02,BC01181-701M_01,BC01181-701M_02,BC01182-324M_01,BC01182-324M_02,BC01183-714M_01,BC01183-714M_02,BC01184-327M_01,BC01184-327M_02,BC01185-711M_01,BC01185-711M_02,BC01186-571M_01,BC01186-571M_02,BC01187-706M_01,BC01187-706M_02,BC01188-114M_01,BC01188-114M_02,BC01189-719M_01,BC01189-719M_02,BC01190-562M_01,BC01190-562M_02,BC01191-525M_01,BC01191-525M_02,BC01192-164M_01,BC01192-164M_02,BC01193-353M_01,BC01193-353M_02,BC01194-163M_01,BC01194-163M_02,BC01195-398M_01,BC01195-398M_02,BC01196-141M_01,BC01196-141M_02,BC01197-372M_01,BC01197-372M_02,BC01198-145M_01,BC01198-145M_02,BC01199-380M_01,BC01199-380M_02,BC01200-546M_01,BC01200-546M_02,BC01201-172M_01,BC01201-172M_02,BC01202-139M_01,BC01202-139M_02,BC01203-569M_01,BC01203-569M_02,BC01204-533M_01,BC01204-533M_02,BC01205-174M_01,BC01205-174M_02,BC01206-512M_01,BC01206-512M_02,BC01207-438M_01,BC01207-438M_02,BC01208-520M_01,BC01208-520M_02,BC01209-634M_01,BC01209-634M_02,BC01210-115M_01,BC01210-115M_02,BC01211-643M_01,BC01211-643M_02,BC01212-425M_01,BC01212-425M_02,BC01213-654M_01,BC01213-654M_02,BC01214-451M_01,BC01214-451M_02,BC01215-638M_01,BC01215-638M_02,BC01216-722M_01,BC01216-722M_02,BC01217-712M_01,BC01217-712M_02,BC01218-704M_01,BC01218-704M_02,BC01219-705M_01,BC01219-705M_02,BC01220-716M_01,BC01220-716M_02,BC01221-418M_01,BC01221-418M_02,BC01222-443M_01,BC01222-443M_02,BC01223-186M_01,BC01223-186M_02,BC01224-754M_01,BC01224-754M_02,BC01225-760M_01,BC01225-760M_02,BC01226-763M_01,BC01226-763M_02,BC01227-753M_01,BC01227-753M_02,BC01228-751M_01,BC01228-751M_02,BC01229-762M_01,BC01229-762M_02,BC01230-764M_01,BC01230-764M_02,BC01231-789M_01,BC01231-789M_02,BC01232-776M_01,BC01232-776M_02,BC01233-213M_01,BC01233-213M_02,BC01234-216M_01,BC01234-216M_02,BC01235-755M_01,BC01235-755M_02,BC01236-211M_01,BC01236-211M_02,BC01237-218M_01,BC01237-218M_02,BC01238-224M_01,BC01238-224M_02,BC01239-225M_01,BC01239-225M_02,BC01240-232M_01,BC01240-232M_02,BC01241-229M_01,BC01241-229M_02,BC01242-223M_01,BC01242-223M_02,BC01243-241M_01,BC01243-241M_02,BC01244-242M_01,BC01244-242M_02,BC01245-239M_01,BC01245-239M_02,BC01246-807M_01,BC01246-807M_02,BC01247-825M_01,BC01247-825M_02,BC01249-830M_01,BC01249-830M_02,BC01250-836M_01,BC01250-836M_02,BC01251-835M_01,BC01251-835M_02,BC01252-831M_01,BC01252-831M_02,BC01253-820M_01,BC01253-820M_02,BC01254-805M_01,BC01254-805M_02,BC01255-817M_01,BC01255-817M_02,BC01256-827M_01,BC01256-827M_02,BC01257-828M_01,BC01257-828M_02,BC01258-824M_01,BC01258-824M_02,BC01259-802M_01,BC01259-802M_02,BC01260-809M_01,BC01260-809M_02,BC01261-783M_01,BC01261-783M_02,BC01262-816M_01,BC01262-816M_02,BC01263-819M_01,BC01263-819M_02,BC01264-781M_01,BC01264-781M_02,BC01265-834M_01,BC01265-834M_02,BC01267-801M_01,BC01267-801M_02,BC01268-797M_01,BC01268-797M_02,BC01269-812M_01,BC01269-812M_02,BC01270-814M_01,BC01270-814M_02,BC01271-832M_01,BC01271-832M_02,BC01272-815M_01,BC01272-815M_02,BC01273-761M_01,BC01273-761M_02,BC01274-796M_01,BC01274-796M_02,BC01275-795M_01,BC01275-795M_02,BC01277-799M_01,BC01277-799M_02,BC01278-784M_01,BC01278-784M_02,BC01279-790M_01,BC01279-790M_02,BC01280-785M_01,BC01280-785M_02,BC01281-794M_01,BC01281-794M_02,BC01282-813M_01,BC01282-813M_02,BC01283-793M_01,BC01283-793M_02,BC01517-243M_01,BC01517-243M_02,BC01518-255M_01,BC01518-255M_02,BC01519-253M_01,BC01519-253M_02,BC01520-264M_01,BC01520-264M_02,BC01521-838M_01,BC01521-838M_02,BC01522-849M_01,BC01522-849M_02,BC01523-839M_01,BC01523-839M_02,BC01524-842M_01,BC01524-842M_02,BC01525-846M_01,BC01525-846M_02,BC01526-845M_01,BC01526-845M_02,BC01528-243C_01,BC01528-243C_02,BC01529-255C_01,BC01529-255C_02,BC01530-253C_01,BC01530-253C_02,BC01531-264C_01,BC01531-264C_02,BC01532-838C_01,BC01532-838C_02,BC01533-849C_01,BC01533-849C_02,BC01534-839C_01,BC01534-839C_02,BC01535-842C_01,BC01535-842C_02,BC01536-846C_01,BC01536-846C_02,BC01537-845C_01,BC01537-845C_02,Compound,Mass,Retention Time,Formula,Ionization mode,Score,DF of samples
0,513.9669_11.9616_0,341045.0,327735.0,634786.0,636804.0,533660.0,560789.0,292170.0,291996.0,300621.0,303573.0,535424.0,530848.0,189544.0,195364.0,852219.0,861174.0,595983.0,606283.0,775855.0,778292.0,198247.0,195796.0,181477.0,171771.0,373110.0,367658.0,210111.0,204901.0,264444.0,264211.0,308213.0,309201.0,259523.0,249312.0,458625.0,461761.0,247854.0,250435.0,237057.0,235880.0,126697.0,124748.0,126788.0,131455.0,189603.0,190849.0,112027.0,107827.0,196153.0,187166.0,156154.0,159146.0,312601.0,315233.0,118337.0,114511.0,186897.0,185872.0,125925.0,124587.0,181763.0,185824.0,145531.0,148563.0,117420.0,114028.0,131598.0,130454.0,103714.0,101148.0,147820.0,144215.0,162879.0,162969.0,100672.0,96117.0,121171.0,117421.0,118782.0,118886.0,94381.0,94062.0,81179.0,87261.0,90069.0,85430.0,64432.0,62384.0,103483.0,106042.0,104029.0,106915.0,66392.0,62951.0,70141.0,73231.0,84257.0,85981.0,70072.0,67537.0,36851.0,36251.0,27308.0,26431.0,38609.0,40914.0,47405.0,48372.0,39213.0,40002.0,51628.0,54982.0,34143.0,34763.0,30155.0,30549.0,38916.0,38778.0,100600.0,100311.0,49327.0,48344.0,44698.0,49349.0,25149.0,30633.0,28279.0,26957.0,44524.0,47659.0,46731.0,43895.0,54085.0,54229.0,78086.0,74641.0,24876.0,26064.0,63777.0,61550.0,42717.0,44192.0,31547.0,32346.0,25981.0,24682.0,45644.0,44610.0,23295.0,25265.0,23200.0,24182.0,64447.0,66742.0,31629.0,30903.0,,19595.0,36181.0,34954.0,,,,,,,,,42340.0,44256.0,70617.0,71159.0,24491.0,,,,,,28857.0,28297.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,575087.0,567168.0,,,,,197976.0,192466.0,,,392753.0,393110.0,,,478510.0,468788.0,,,539445.0,543750.0,285514.0,287910.0,,,314815.0,318367.0,,,286984.0,289006.0,,,450984.0,450276.0,,,476681.0,471722.0,176944.0,171251.0,173610.0,172517.0,339575.0,334593.0,468665.0,461472.0,612546.0,599511.0,419030.0,411499.0,261288.0,264089.0,227907.0,223844.0,957768.0,949970.0,535247.0,532436.0,317640.0,313881.0,235539.0,242491.0,299076.0,304417.0,183879.0,182289.0,235563.0,238820.0,286169.0,285638.0,703967.0,704603.0,281589.0,277231.0,363042.0,366844.0,42488.0,42668.0,286348.0,288607.0,49314.0,50468.0,139842.0,138874.0,60529.0,59581.0,88460.0,93036.0,37139.0,38475.0,126049.0,129958.0,34819.0,37180.0,154572.0,155622.0,45318.0,43311.0,92602.0,95430.0,37627.0,37368.0,142789.0,136757.0,63590.0,62260.0,63433.0,61629.0,50266.0,50952.0,55144.0,53411.0,55725.0,58400.0,84207.0,85303.0,86840.0,81068.0,43322.0,44959.0,95707.0,90172.0,47907.0,47099.0,54678.0,52948.0,50113.0,48339.0,94377.0,94811.0,46772.0,46239.0,68833.0,68149.0,41503.0,40542.0,69042.0,68998.0,68711.0,71559.0,87319.0,89517.0,118368.0,122305.0,53391.0,55241.0,36388.0,34958.0,55367.0,56618.0,32943.0,32844.0,35442.0,37349.0,40149.0,37687.0,58646.0,57712.0,29787.0,30594.0,40924.0,44206.0,51715.0,50845.0,42139.0,42210.0,39470.0,40247.0,53102.0,53161.0,35695.0,34699.0,110394.0,111107.0,49270.0,47716.0,43835.0,41611.0,27598.0,27085.0,36799.0,37464.0,73618.0,71805.0,46930.0,45795.0,42493.0,41790.0,71643.0,69605.0,35649.0,33258.0,,,,24605.0,68347.0,70193.0,,,,,,,26543.0,27583.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69077.0,69682.0,,,,,,,,,56907.0,58034.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Perfluorodecanoic acid ,513.9669,11.9616375,C10 H F19 O2,Esi-,87.03,349
1,237.1003_3.6957_1,531729.0,1002559.0,212642.0,86631.0,206833.0,229789.0,734594.0,704383.0,1865247.0,1844460.0,258246.0,268103.0,391186.0,367139.0,406592.0,353047.0,209923.0,232543.0,136903.0,139192.0,192678.0,41056.0,145602.0,517504.0,59069.0,59365.0,168912.0,232447.0,119228.0,89673.0,120625.0,139904.0,203854.0,256468.0,138671.0,131418.0,951083.0,965606.0,401224.0,384090.0,214673.0,82370.0,181852.0,187097.0,141628.0,127390.0,258617.0,264181.0,232298.0,233291.0,162195.0,153264.0,181765.0,564084.0,182193.0,183560.0,91474.0,126193.0,454765.0,358106.0,156234.0,184516.0,75589.0,46051.0,198586.0,160898.0,84361.0,378283.0,2326500.0,2563694.0,120561.0,118814.0,242693.0,243833.0,158709.0,154126.0,233741.0,231981.0,72708.0,57517.0,75101.0,28291.0,33425.0,90014.0,105700.0,107541.0,164521.0,57433.0,31053.0,58576.0,46904.0,529438.0,157607.0,154583.0,32429.0,146929.0,301932.0,50715.0,36817.0,78182.0,47487.0,108272.0,159987.0,163150.0,211842.0,208684.0,372852.0,393993.0,145535.0,162083.0,130722.0,155977.0,281518.0,293480.0,229670.0,221356.0,229535.0,223566.0,268972.0,282158.0,248938.0,230037.0,137083.0,143955.0,55158.0,62224.0,116415.0,156377.0,82574.0,45743.0,157841.0,171761.0,191642.0,201052.0,72390.0,51677.0,488537.0,505716.0,152305.0,148597.0,328577.0,181447.0,89271.0,33178.0,122311.0,120919.0,260781.0,264538.0,73759.0,51627.0,156962.0,134381.0,299680.0,176009.0,47353.0,407145.0,39996.0,33442.0,38913.0,53908.0,36746.0,25237.0,56794.0,60045.0,207084.0,202789.0,138834.0,64548.0,73376.0,71854.0,57464.0,79249.0,125073.0,126588.0,170212.0,176229.0,,,,,257964.0,251260.0,214157.0,39673.0,644541.0,649591.0,95852.0,64243.0,,,111412.0,,159401.0,204327.0,74537.0,111497.0,46878.0,115543.0,344980.0,184933.0,40815.0,,169270.0,164987.0,214339.0,88118.0,251263.0,142343.0,74517.0,138361.0,115888.0,36955.0,46815.0,49359.0,,,189455.0,189447.0,99003.0,99980.0,80406.0,75313.0,26595.0,29331.0,214085.0,212534.0,245924.0,248872.0,38828.0,,121806.0,,,,159585.0,176806.0,63933.0,62822.0,72192.0,,,82425.0,111361.0,106176.0,,,65932.0,65540.0,122269.0,92822.0,28029.0,35572.0,26486.0,84208.0,220568.0,87342.0,150294.0,146646.0,163720.0,166452.0,293663.0,286514.0,110724.0,110072.0,129036.0,123957.0,46330.0,45965.0,108147.0,130079.0,79255.0,75296.0,253091.0,407869.0,105589.0,105972.0,56349.0,77101.0,257568.0,817985.0,157264.0,66006.0,,207554.0,170194.0,108516.0,73234.0,46654.0,92700.0,92711.0,,,107740.0,109160.0,,,140343.0,186954.0,249047.0,244461.0,336052.0,309172.0,,,223578.0,223353.0,271026.0,266980.0,,,207047.0,211601.0,,,,,31887.0,,41902.0,46925.0,,,,,,60720.0,138164.0,131253.0,91550.0,87545.0,128723.0,72942.0,32924.0,36059.0,25319.0,27043.0,146534.0,109053.0,96706.0,86577.0,,,310752.0,314915.0,125884.0,132940.0,73988.0,69260.0,122704.0,122741.0,56916.0,104626.0,784300.0,721796.0,61766.0,57754.0,156710.0,120366.0,,,,,,,62744.0,,62734.0,67967.0,,,,,,,,,60287.0,49524.0,88656.0,115415.0,161721.0,165830.0,,,78633.0,84555.0,,27373.0,101441.0,,71474.0,,,,95897.0,88475.0,,,,,,,,,48400.0,,,,,,336813.0,346450.0,32362.0,22959.0,57610.0,,,,149041.0,147417.0,75796.0,77219.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125501.0,84899.0,,,61242.0,49429.0,20295.0,,40793.0,42075.0,,,62914.0,,28458.0,25051.0,52735.0,52851.0,239982.0,229898.0,,,,,70607.0,54470.0,26914.0,52514.0,,,77508.0,89987.0,64105.0,63033.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46807.0,,,,,88267.0,87736.0,74819.0,75551.0,,,68010.0,45420.0,,,,,,,,,,,188928.0,229033.0,,,,,,,,,37834.0,55796.0,,,,,,,,,,,,,,,,234360.0,72030.0,77524.0,67096.0,67297.0,,,66861.0,47623.0,128022.0,126319.0,,,72853.0,111296.0,,,85883.0,88009.0,Acetoacetanilide,237.1003,3.6956651,C10 H11 N O2,Esi-,80.21,391
2,209.0691_2.8352_2,267137.0,321975.0,1047318.0,690188.0,629822.0,556675.0,411606.0,366811.0,435954.0,608286.0,257340.0,261092.0,,,187731.0,169758.0,112205.0,104164.0,22333.0,22042.0,85336.0,117047.0,106430.0,121808.0,1769999.0,1693755.0,1489920.0,1541759.0,178447.0,71270.0,185923.0,204346.0,202990.0,260899.0,220066.0,188028.0,141363.0,76164.0,125041.0,89170.0,46161.0,76091.0,138465.0,153505.0,395814.0,717922.0,370813.0,343567.0,229032.0,229071.0,109303.0,115530.0,1818204.0,1820869.0,119404.0,102359.0,40795.0,69957.0,182853.0,195995.0,,,119210.0,109258.0,146116.0,164456.0,78487.0,110304.0,805261.0,814593.0,291340.0,229264.0,174395.0,179320.0,207331.0,181723.0,287787.0,273112.0,34537.0,27531.0,60859.0,65998.0,97934.0,102201.0,400307.0,394137.0,846342.0,969192.0,146069.0,137547.0,96170.0,72720.0,154980.0,111314.0,,48093.0,165281.0,168114.0,177791.0,141801.0,72089.0,95730.0,346507.0,368717.0,76185.0,67658.0,91773.0,80180.0,158183.0,270640.0,37651.0,70585.0,100881.0,85274.0,48605.0,57863.0,30063.0,81978.0,93778.0,129267.0,103129.0,108149.0,70218.0,52848.0,87520.0,100542.0,62372.0,66149.0,103932.0,79098.0,201896.0,294002.0,68386.0,80197.0,68717.0,,38722.0,32471.0,143145.0,178367.0,60882.0,58193.0,128255.0,114645.0,101643.0,95111.0,126131.0,136017.0,132444.0,201014.0,99421.0,100922.0,82820.0,102487.0,812395.0,654890.0,264491.0,282507.0,34369.0,57187.0,110290.0,136777.0,94001.0,83369.0,,70794.0,118800.0,128353.0,111396.0,113095.0,22545.0,59113.0,271836.0,242296.0,77569.0,71773.0,939162.0,942313.0,702172.0,537603.0,172851.0,191082.0,141316.0,168920.0,939998.0,979915.0,92516.0,105206.0,1139772.0,1123187.0,522972.0,423274.0,60760.0,98202.0,275969.0,176680.0,917818.0,889866.0,72434.0,85059.0,1123100.0,861911.0,113491.0,112932.0,53767.0,70719.0,105967.0,128317.0,1297049.0,921265.0,,,171121.0,89634.0,88744.0,89176.0,287373.0,241675.0,,,169239.0,108268.0,,,70390.0,61898.0,148157.0,166795.0,67527.0,62651.0,55726.0,70928.0,41683.0,44536.0,156436.0,84380.0,120784.0,119689.0,87955.0,84222.0,,44582.0,51201.0,,,,106909.0,108509.0,45481.0,,,,,,138664.0,197938.0,109992.0,81312.0,42415.0,39190.0,,57121.0,106063.0,107820.0,74602.0,74745.0,,,,63543.0,96587.0,94009.0,,63866.0,91589.0,88181.0,90781.0,154700.0,,,133753.0,115224.0,48565.0,110062.0,157387.0,160942.0,,12343.0,146186.0,163329.0,,23933.0,,61580.0,52170.0,44741.0,,,45372.0,35418.0,138248.0,123512.0,,,84635.0,67382.0,,142231.0,52762.0,,,,294594.0,286486.0,,,52283.0,63814.0,70290.0,74367.0,54639.0,,,38600.0,,,59422.0,34224.0,,,,34630.0,38744.0,,87144.0,106030.0,29347.0,27432.0,25704.0,28029.0,,,134140.0,114372.0,,,109533.0,108616.0,,,,,201442.0,178627.0,23576.0,24445.0,,,57064.0,54354.0,,,,,57868.0,31048.0,83612.0,85375.0,,,47161.0,45839.0,,,,24323.0,75199.0,50332.0,,,57740.0,60524.0,31520.0,87558.0,24693.0,29680.0,,,425020.0,317638.0,51431.0,41357.0,55009.0,42998.0,,34624.0,,,,,,,,39236.0,65075.0,43779.0,61022.0,66546.0,,,11918.0,,,,65705.0,47958.0,87109.0,69153.0,,,,,,,60274.0,93292.0,,,33289.0,31633.0,42809.0,44859.0,37719.0,36961.0,35529.0,35303.0,,,,,93042.0,,,,,,,,273589.0,117129.0,1872432.0,1843836.0,92029.0,45162.0,,,,,,,45254.0,59791.0,39108.0,40714.0,,,72425.0,64458.0,,,,,,,36649.0,36185.0,61659.0,64088.0,119122.0,103020.0,,,,,,,,,,,100367.0,147697.0,,,,,,,,,42749.0,55683.0,,,,,94342.0,104476.0,,,,,,,72140.0,43461.0,,,,,,,,,,,177122.0,,84907.0,139910.0,113359.0,111839.0,,,,,,,,,,,68228.0,,,,,,68501.0,36824.0,89823.0,90924.0,,,,,,,,,,,90344.0,95949.0,452307.0,448657.0,211569.0,198894.0,99013.0,100526.0,135435.0,132921.0,188384.0,159029.0,63360.0,62405.0,,,,,314838.0,240334.0,103918.0,68022.0,"2,3-Pyridinedicarboxylic acid, 5-methyl-, 2,3-dimethyl ester",209.0691,2.8351967,C10 H11 N O4,Esi-,85.01,397
