,chem_id,BB02375-M331_01,BB02375-M331_02,BB02376-M332_01,BB02376-M332_02,BB02377-M317_01,BB02377-M317_02,BB02378-M524_01,BB02378-M524_02,BB02379-M102_01,BB02379-M102_02,BB02380-M341_01,BB02380-M341_02,BB02381-M330_01,BB02381-M330_02,BB02382-M345_01,BB02382-M345_02,BB02383-M340_01,BB02383-M340_02,BB02384-M507_01,BB02384-M507_02,BB02385-M400_01,BB02385-M400_02,BB02386-M359_01,BB02386-M359_02,BB02387-M103_01,BB02387-M103_02,BB02388-M107_01,BB02388-M107_02,BB02389-M523_01,BB02389-M523_02,BB02390-M396_01,BB02390-M396_02,BB02391-M526_01,BB02391-M526_02,BB02392-M349_01,BB02392-M349_02,BB02393-M105_01,BB02393-M105_02,BB02394-M509_01,BB02394-M509_02,BB02395-M302_01,BB02395-M302_02,BB02396-M320_01,BB02396-M320_02,BB02397-M325_01,BB02397-M325_02,BB02398-M408_01,BB02398-M408_02,BB02399-M384_01,BB02399-M384_02,BB02400-M117_01,BB02400-M117_02,BB02401-M373_01,BB02401-M373_02,BB02402-M124_01,BB02402-M124_02,BB02403-M517_01,BB02403-M517_02,BB02404-M128_01,BB02404-M128_02,BB02405-M328_01,BB02405-M328_02,BB02406-M406_01,BB02406-M406_02,BB02407-M386_01,BB02407-M386_02,BB02408-M378_01,BB02408-M378_02,BB02409-M392_01,BB02409-M392_02,BB02410-M407_01,BB02410-M407_02,BB02411-M510_01,BB02411-M510_02,BB02412-M381_01,BB02412-M381_02,BB02413-M508_01,BB02413-M508_02,BB02414-M365_01,BB02414-M365_02,BB02415-M411_01,BB02415-M411_02,BB02416-M401_01,BB02416-M401_02,BB02417-M358_01,BB02417-M358_02,BB02418-M404_01,BB02418-M404_02,BB02419-M527_01,BB02419-M527_02,BB02420-M309_01,BB02420-M309_02,BB02421-M361_01,BB02421-M361_02,BB02422-M316_01,BB02422-M316_02,BB02423-M385_01,BB02423-M385_02,BB02424-M304_01,BB02424-M304_02,BB02425-M308_01,BB02425-M308_02,BB02426-M397_01,BB02426-M397_02,BB02427-M343_01,BB02427-M343_02,BB02428-M457_01,BB02428-M457_02,BB02429-M429_01,BB02429-M429_02,BB02430-M413_01,BB02430-M413_02,BB02431-M436_01,BB02431-M436_02,BB02432-M440_01,BB02432-M440_02,BB02433-M421_01,BB02433-M421_02,BB02434-M419_01,BB02434-M419_02,BB02435-M428_01,BB02435-M428_02,BB02436-M427_01,BB02436-M427_02,BB02437-M132_01,BB02437-M132_02,BB02438-M535_01,BB02438-M535_02,BB02439-M394_01,BB02439-M394_02,BB02440-M382_01,BB02440-M382_02,BB02441-M540_01,BB02441-M540_02,BB02442-M434_01,BB02442-M434_02,BB02443-M417_01,BB02443-M417_02,BB02444-M399_01,BB02444-M399_02,BB02445-M364_01,BB02445-M364_02,BB02446-M108_01,BB02446-M108_02,BB02447-M416_01,BB02447-M416_02,BB02448-M391_01,BB02448-M391_02,BB02449-M374_01,BB02449-M374_02,BB02450-M146_01,BB02450-M146_02,BB02451-M149_01,BB02451-M149_02,BB02452-M147_01,BB02452-M147_02,BB02453-M553_01,BB02453-M553_02,BB02454-M166_01,BB02454-M166_02,BB02455-M563_01,BB02455-M563_02,BB02456-M555_01,BB02456-M555_02,BB02457-M160_01,BB02457-M160_02,BB02458-M175_01,BB02458-M175_02,BB02459-M477_01,BB02459-M477_02,BB02460-M456_01,BB02460-M456_02,BB02461-M464_01,BB02461-M464_02,BB02462-M161_01,BB02462-M161_02,BB02463-M475_01,BB02463-M475_02,BB02464-M481_01,BB02464-M481_02,BB02465-M491_01,BB02465-M491_02,BB02466-M610_01,BB02466-M610_02,BB02467-M551_01,BB02467-M551_02,BB02468-M559_01,BB02468-M559_02,BB02469-M148_01,BB02469-M148_02,BB02470-M452_01,BB02470-M452_02,BB02471-M499_01,BB02471-M499_02,BB02473-M601_01,BB02473-M601_02,BB02474-M455_01,BB02474-M455_02,BB02475-M442_01,BB02475-M442_02,BB02476-M472_01,BB02476-M472_02,BB02477-M493_01,BB02477-M493_02,BB02478-M495_01,BB02478-M495_02,BB02479-M613_01,BB02479-M613_02,BB02480-M608_01,BB02480-M608_02,BB02481-M607_01,BB02481-M607_02,BB02482-M604_01,BB02482-M604_02,BB02483-M487_01,BB02483-M487_02,BB02484-M620_01,BB02484-M620_02,BB02485-M467_01,BB02485-M467_02,BB02486-M611_01,BB02486-M611_02,BB02487-M606_01,BB02487-M606_02,BB02488-M486_01,BB02488-M486_02,BB02489-M628_01,BB02489-M628_02,BB02490-M462_01,BB02490-M462_02,BB02491-M459_01,BB02491-M459_02,BB02492-M449_01,BB02492-M449_02,BB02493-M629_01,BB02493-M629_02,BB02494-M621_01,BB02494-M621_02,BB02495-M480_01,BB02495-M480_02,BB02496-M485_01,BB02496-M485_02,BB02497-M466_01,BB02497-M466_02,BB02498-M600_01,BB02498-M600_02,BB02499-M488_01,BB02499-M488_02,BB02500-M479_01,BB02500-M479_02,BB02501-M498_01,BB02501-M498_02,BB02502-M150_01,BB02502-M150_02,BB02503-M576_01,BB02503-M576_02,BB02504-M566_01,BB02504-M566_02,BB02505-M568_01,BB02505-M568_02,BB02506-M171_01,BB02506-M171_02,BB02507-M362_01,BB02507-M362_02,BB02508-M169_01,BB02508-M169_02,BB02509-M561_01,BB02509-M561_02,BB02510-M557_01,BB02510-M557_02,BB02511-M490_01,BB02511-M490_02,BB02512-M578_01,BB02512-M578_02,BB02513-M582_01,BB02513-M582_02,BB02514-M627_01,BB02514-M627_02,BB02516-M626_01,BB02516-M626_02,BB02517-M622_01,BB02517-M622_02,BB02518-M642_01,BB02518-M642_02,BB02519-M637_01,BB02519-M637_02,BB02520-M641_01,BB02520-M641_02,BB02521-M655_01,BB02521-M655_02,BB02522-M636_01,BB02522-M636_02,BB02523-M630_01,BB02523-M630_02,BB02524-M632_01,BB02524-M632_02,BB02525-C498_01,BB02525-C498_02,BB02526-C150_01,BB02526-C150_02,BB02527-C576_01,BB02527-C576_02,BB02528-C566_01,BB02528-C566_02,BB02529-C568_01,BB02529-C568_02,BB02530-C171_01,BB02530-C171_02,BB02531-C362_01,BB02531-C362_02,BB02532-C169_01,BB02532-C169_02,BB02533-C561_01,BB02533-C561_02,BB02534-C557_01,BB02534-C557_02,BB02535-C490_01,BB02535-C490_02,BB02536-C578_01,BB02536-C578_02,BB02537-C582_01,BB02537-C582_02,BB02538-C627_01,BB02538-C627_02,BB02540-C626_01,BB02540-C626_02,BB02541-C622_01,BB02541-C622_02,BB02542-C642_01,BB02542-C642_02,BB02543-C637_01,BB02543-C637_02,BB02544-C641_01,BB02544-C641_02,BB02545-C655_01,BB02545-C655_02,BB02546-C636_01,BB02546-C636_02,BB02547-C630_01,BB02547-C630_02,BB02548-C632_01,BB02548-C632_02,BB02549-C331_01,BB02549-C331_02,BB02550-C322_01,BB02550-C322_02,BB02551-C317_01,BB02551-C317_02,BB02552-C524_01,BB02552-C524_02,BB02553-C102_01,BB02553-C102_02,BB02554-C341_01,BB02554-C341_02,BB02555-C330_01,BB02555-C330_02,BB02556-C345_01,BB02556-C345_02,BB02557-C340_01,BB02557-C340_02,BB02558-C507_01,BB02558-C507_02,BB02559-C400_01,BB02559-C400_02,BB02560-C359_01,BB02560-C359_02,BB02561-C103_01,BB02561-C103_02,BB02562-C107_01,BB02562-C107_02,BB02563-C523_01,BB02563-C523_02,BB02564-C396_01,BB02564-C396_02,BB02565-C526_01,BB02565-C526_02,BB02566-C349_01,BB02566-C349_02,BB02567-C105_01,BB02567-C105_02,BB02568-C509_01,BB02568-C509_02,BB02569-C302_01,BB02569-C302_02,BB02570-C320_01,BB02570-C320_02,BB02571-C325_01,BB02571-C325_02,BB02572-C408_01,BB02572-C408_02,BB02573-C384_01,BB02573-C384_02,BB02574-C117_01,BB02574-C117_02,BB02575-C373_01,BB02575-C373_02,BB02576-C124_01,BB02576-C124_02,BB02577-C517_01,BB02577-C517_02,BB02578-C128_01,BB02578-C128_02,BB02579-C328_01,BB02579-C328_02,BB02580-C406_01,BB02580-C406_02,BB02581-C386_01,BB02581-C386_02,BB02582-C378_01,BB02582-C378_02,BB02583-C392_01,BB02583-C392_02,BB02584-C407_01,BB02584-C407_02,BB02585-C510_01,BB02585-C510_02,BB02586-C381_01,BB02586-C381_02,BB02587-C508_01,BB02587-C508_02,BB02588-C365_01,BB02588-C365_02,BB02589-C411_01,BB02589-C411_02,BB02590-C401_01,BB02590-C401_02,BB02591-C358_01,BB02591-C358_02,BB02592-C404_01,BB02592-C404_02,BB02593-C527_01,BB02593-C527_02,BB02594-C309_01,BB02594-C309_02,BB02595-C361_01,BB02595-C361_02,BB02596-C316_01,BB02596-C316_02,BB02597-C385_01,BB02597-C385_02,BB02598-C304_01,BB02598-C304_02,BB02599-C308_01,BB02599-C308_02,BB02600-C397_02,BB02600-C397_01,BB02601-C343_01,BB02601-C343_02,BB02602-C457_01,BB02602-C457_02,BB02603-C429_01,BB02603-C429_02,BB02604-C413_01,BB02604-C413_02,BB02605-C436_01,BB02605-C436_02,BB02606-C440_01,BB02606-C440_02,BB02607-C421_01,BB02607-C421_02,BB02608-C419_01,BB02608-C419_02,BB02609-C428_01,BB02609-C428_02,BB02610-C427_01,BB02610-C427_02,BB02611-C132_01,BB02611-C132_02,BB02612-C535_01,BB02612-C535_02,BB02613-C394_01,BB02613-C394_02,BB02614-C382_01,BB02614-C382_02,BB02615-C540_01,BB02615-C540_02,BB02616-C434_01,BB02616-C434_02,BB02617-C417_01,BB02617-C417_02,BB02618-C399_01,BB02618-C399_02,BB02619-C364_01,BB02619-C364_02,BB02620-C108_01,BB02620-C108_02,BB02621-C416_01,BB02621-C416_02,BB02622-C391_01,BB02622-C391_02,BB02623-C374_01,BB02623-C374_02,BB02624-C146_01,BB02624-C146_02,BB02625-C149_01,BB02625-C149_02,BB02626-C147_01,BB02626-C147_02,BB02627-C553_01,BB02627-C553_02,BB02628-C166_01,BB02628-C166_02,BB02629-C563_01,BB02629-C563_02,BB02630-C555_01,BB02630-C555_02,BB02631-C160_01,BB02631-C160_02,BB02632-C175_01,BB02632-C175_02,BB02633-C477_01,BB02633-C477_02,BB02634-C456_01,BB02634-C456_02,BB02635-C464_01,BB02635-C464_02,BB02636-C161_01,BB02636-C161_02,BB02637-C475_01,BB02637-C475_02,BB02638-C481_01,BB02638-C481_02,BB02639-C491_01,BB02639-C491_02,BB02640-C610_01,BB02640-C610_02,BB02641-C551_01,BB02641-C551_02,BB02642-C559_01,BB02642-C559_02,BB02643-C148_01,BB02643-C148_02,BB02644-C452_01,BB02644-C452_02,BB02645-C499_01,BB02645-C499_02,BB02647-C601_01,BB02647-C601_02,BB02648-C455_01,BB02648-C455_02,BB02649-C442_01,BB02649-C442_02,BB02650-C472_01,BB02650-C472_02,BB02651-C493_01,BB02651-C493_02,BB02652-C495_01,BB02652-C495_02,BB02653-C613_01,BB02653-C613_02,BB02654-C608_01,BB02654-C608_02,BB02655-C607_01,BB02655-C607_02,BB02656-C604_01,BB02656-C604_02,BB02657-C487_01,BB02657-C487_02,BB02658-C620_01,BB02658-C620_02,BB02659-C467_01,BB02659-C467_02,BB02660-C611_01,BB02660-C611_02,BB02661-C606_01,BB02661-C606_02,BB02662-C486_01,BB02662-C486_02,BB02663-C628_01,BB02663-C628_02,BB02664-C462_01,BB02664-C462_02,BB02665-C459_01,BB02665-C459_02,BB02666-C449_01,BB02666-C449_02,BB02667-C629_01,BB02667-C629_02,BB02668-C621_01,BB02668-C621_02,BB02669-C480_01,BB02669-C480_02,BB02670-C485_01,BB02670-C485_02,BB02671-C466_01,BB02671-C466_02,BB02672-C600_01,BB02672-C600_02,BB02673-C488_01,BB02673-C488_02,BB02674-C479_01,BB02674-C479_02,Compound,Ionization mode,Mass,Retention Time,Formula,Score,DF of samples
0,302.1506_10.7916_0,42722.0,30325.0,28550.0,34749.0,36636.0,31105.0,45543.0,31838.0,35695.0,30809.0,39435.0,32810.0,39461.0,4730203.0,63541.0,68256.0,47019.0,46600.0,52465.0,47575.0,30567.0,32008.0,,,,,,,37714.0,26134.0,,,,25807.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39492.0,57704.0,46652.0,42497.0,45321.0,51523.0,44830.0,63159.0,71187.0,71716.0,55862.0,47432.0,47723.0,44462.0,50211.0,39972.0,49892.0,61993.0,55331.0,55135.0,,,,,,,,,,,,,35939.0,33513.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(-)-Enterodiol,Esi-,302.1506,10.79158,C18 H22 O4,97.19,47
1,302.1518_3.5817_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40299.0,39794.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41994.0,21609.0,85393.0,88529.0,88853.0,87433.0,64885.0,66408.0,58582.0,77857.0,58647.0,51004.0,73930.0,78066.0,48114.0,49037.0,,,44777.0,37604.0,37476.0,37720.0,,,45111.0,45056.0,,,,,,30403.0,,,34720.0,35042.0,31203.0,34047.0,67625.0,63766.0,42404.0,39616.0,54785.0,49723.0,47205.0,34148.0,41052.0,35108.0,,,62451.0,63266.0,32464.0,35107.0,,,,,46722.0,47896.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38547.0,41367.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71909.0,,,,,,,,,,,,41755.0,,98649.0,70754.0,108005.0,102144.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120110.0,115191.0,,,,,,,,87166.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(-)-Enterodiol Esi-3.5817292,Esi-,302.1518,3.5817292000000003,C18 H22 O4,83.47,56
2,362.1723_5.1427_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36203.0,43637.0,,,,,226227.0,222831.0,,,,,,,,,80876.0,85536.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51493.0,52755.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77381.0,84083.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,540450.0,551107.0,,,,,,,,,,,,,,,,25519.0,,,44415.0,46557.0,,,,,,,63920.0,63396.0,33588.0,29305.0,,,,,,,,,,,,,,,,,,,,,,,,,,,44866.0,49930.0,,,,,37329.0,34808.0,,,,,,,,,58292.0,54681.0,,,73750.0,149653.0,,,23779.0,,23110.0,,,,86728.0,104221.0,,,32939.0,32003.0,614328.0,637683.0,,,64354.0,,20767.0,42244.0,,,243915.0,242812.0,55396.0,57067.0,24391.0,28990.0,,26415.0,,,,,,,,,,,,,96830.0,91347.0,,,106489.0,105939.0,61826.0,70629.0,169419.0,171547.0,,,,,,,,,243510.0,247652.0,56270.0,63055.0,,,,,,,,,110826.0,114919.0,,,,,189779.0,234254.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88766.0,88034.0,,,,,161480.0,161832.0,,,114425.0,110211.0,172937.0,176378.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114482.0,63366.0,,,,,,,91027.0,96172.0,(-)-Enterodiol Esi-5.142747,Esi-,362.1723,5.142747,C18 H22 O4,81.92,77
3,302.1508_7.6579_3,,,251260.0,233021.0,,,,,,,,,,,,,103605.0,84453.0,63508.0,64549.0,,,26606.0,25172.0,,,,,50281.0,35025.0,,,,,,,95355.0,94246.0,,,177732.0,138425.0,,,,,33578.0,29060.0,,,,,,,,,,,,,,29822.0,111027.0,71497.0,95786.0,86247.0,12743.0,51317.0,59760.0,63597.0,123398.0,94890.0,104460.0,72545.0,254324.0,272710.0,13392.0,37920.0,,,,,214018.0,195217.0,49222.0,44619.0,,,,,85619.0,79421.0,,,,,76430.0,77673.0,182460.0,196627.0,,,259254.0,253604.0,,,160426.0,141741.0,,,,,141519.0,158320.0,,,,,89574.0,82579.0,,,,,,,,,,,,,,,48398.0,,,,89753.0,95359.0,247748.0,235848.0,,,,,,,,,,31969.0,,,,,,,33853.0,36366.0,44728.0,,76437.0,81329.0,,,,,,,,62874.0,,,,,,,69695.0,71451.0,,,27736.0,,,,51856.0,40927.0,,,,,,,,,,,313234.0,304814.0,20298.0,26358.0,97729.0,70188.0,62565.0,71292.0,47679.0,,355280.0,350774.0,34992.0,24251.0,74680.0,69337.0,,,56180.0,,174040.0,145449.0,11664.0,,60813.0,80505.0,,24668.0,,,27506.0,23017.0,39104.0,44876.0,,,21656.0,,,,,,,,258098.0,259610.0,,,,,186151.0,178688.0,,,,,54650.0,44740.0,,,,,,,,,38586.0,33012.0,,,,,129669.0,131735.0,32932.0,25605.0,,68959.0,,,,,,,48866.0,54496.0,,,,,,,,,,,29543.0,28193.0,,,,,194481.0,196261.0,,,177130.0,157417.0,113998.0,113439.0,,,79651.0,132760.0,62875.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176194.0,187110.0,,,,,,,,,,,,,,,,,,,,,68475.0,71148.0,34612.0,39541.0,30764.0,27922.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27452.0,24000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107532.0,144618.0,,,,,,,,,,,,,,,,,84192.0,102345.0,39465.0,,,,,,,,112694.0,117726.0,,,,,46890.0,47540.0,,,,,,,128189.0,139604.0,,,,,,,,,57784.0,55104.0,,,80344.0,97622.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72618.0,52030.0,,,,,,,,,,,,,,,(-)-Enterodiol Esi-7.6579313,Esi-,302.1508,7.6579312999999996,C18 H22 O4,88.92,150
4,296.2353_10.9954_4,432728.0,,,,,,343807.0,346304.0,,,387163.0,,430663.0,674837.0,1367156.0,1382304.0,243984.0,194068.0,,558553.0,593153.0,563229.0,151118.0,153837.0,251545.0,265087.0,132250.0,127044.0,202335.0,190529.0,134232.0,148216.0,226019.0,314944.0,83653.0,86729.0,23923.0,18750.0,307382.0,662938.0,451729.0,479351.0,319601.0,329224.0,91993.0,98093.0,298795.0,308278.0,245525.0,244290.0,410759.0,419891.0,211814.0,203481.0,257108.0,261030.0,247653.0,243167.0,129287.0,164249.0,1676268.0,1526332.0,2863887.0,3009231.0,2613617.0,2371381.0,2735612.0,3150832.0,3958864.0,3782994.0,2337708.0,2411239.0,4655012.0,4937937.0,3582357.0,3602749.0,4355834.0,4348847.0,3907397.0,4166523.0,1976094.0,1919688.0,2959273.0,2902853.0,4689265.0,4726699.0,1284576.0,1243316.0,1721419.0,1869867.0,4578800.0,4365906.0,1571951.0,1523704.0,3034023.0,3252758.0,1190312.0,1140339.0,4110628.0,4090246.0,4199372.0,4405138.0,1565736.0,1539583.0,1780526.0,2103852.0,3616720.0,3650993.0,2780794.0,2766805.0,2435872.0,2895090.0,2916426.0,2759040.0,3838339.0,3965405.0,4143198.0,4236294.0,1996861.0,1843165.0,6380066.0,7317170.0,3389578.0,4304044.0,2172426.0,1898210.0,3023960.0,3090869.0,2778986.0,2927631.0,6178408.0,6295024.0,3734322.0,4040257.0,4907690.0,4737898.0,3098365.0,3104944.0,2980717.0,3396869.0,2393919.0,2376611.0,3419911.0,3559892.0,3366053.0,3553224.0,3127428.0,3419261.0,2450074.0,2220222.0,2004382.0,1951041.0,1829257.0,1882696.0,2662170.0,2739666.0,3096831.0,3143499.0,1424946.0,1366700.0,3237999.0,3526732.0,2909437.0,3090309.0,3680492.0,3425847.0,4084111.0,4074153.0,2589390.0,3031601.0,2745095.0,2414201.0,4600318.0,4820155.0,2760111.0,2435288.0,3306712.0,3670560.0,1637644.0,1542563.0,2139860.0,1726061.0,569137.0,550461.0,2283806.0,2176884.0,1925775.0,1819673.0,1678552.0,1704225.0,1691883.0,1755214.0,986247.0,921443.0,1754923.0,1773147.0,1498230.0,1146944.0,1052629.0,1222071.0,2092997.0,2339932.0,835432.0,758060.0,2079133.0,2042214.0,1508629.0,1659995.0,604627.0,518216.0,728019.0,681638.0,929587.0,763796.0,2064251.0,1729083.0,1015108.0,1098875.0,916298.0,725797.0,890741.0,916582.0,1190869.0,1123124.0,621706.0,574620.0,1112512.0,1686617.0,1614613.0,1840466.0,3336049.0,3607153.0,593100.0,554435.0,287161.0,289576.0,1330111.0,1211965.0,1425398.0,1262695.0,917380.0,715259.0,2256228.0,2526455.0,1004102.0,1049739.0,750542.0,839885.0,178956.0,1851824.0,2562526.0,2570970.0,1565568.0,1471023.0,773424.0,691180.0,637385.0,652808.0,1565415.0,1297156.0,1185820.0,1045852.0,898294.0,895825.0,1199663.0,1162520.0,503005.0,607316.0,316139.0,367687.0,572001.0,590626.0,633983.0,616221.0,249621.0,311329.0,295185.0,1544350.0,645152.0,528997.0,369522.0,401825.0,381686.0,386527.0,1190786.0,1109932.0,632342.0,582809.0,797603.0,812031.0,881829.0,879301.0,1185942.0,1070073.0,834496.0,728592.0,523065.0,427313.0,64043.0,66229.0,43716.0,41254.0,33434.0,,49404.0,34054.0,62958.0,50766.0,910479.0,1084631.0,,,25450.0,22572.0,,,,,,,,,183745.0,318461.0,,55542.0,78097.0,86827.0,422045.0,490508.0,,138473.0,,,81030.0,51679.0,24240.0,32617.0,,65067.0,,,,,,,394441.0,418105.0,244741.0,62117.0,238169.0,100841.0,176607.0,302808.0,92520.0,83603.0,,43844.0,122743.0,95705.0,82494.0,80964.0,369009.0,561807.0,,,,,,,,,,,542861.0,42450.0,73563.0,68934.0,478740.0,499355.0,109854.0,30854.0,,,,,262897.0,285797.0,225204.0,229720.0,,61284.0,,,,,181132.0,103941.0,,,98767.0,91762.0,88200.0,98361.0,145765.0,110320.0,45384.0,59858.0,,,638113.0,652775.0,57700.0,76042.0,265323.0,260515.0,63791.0,66350.0,179281.0,155769.0,499037.0,508421.0,48839.0,44359.0,42614.0,,36206.0,,56843.0,52190.0,194293.0,196423.0,327925.0,330234.0,,,53528.0,56425.0,,68759.0,,,,,95396.0,113850.0,,,53423.0,60655.0,,,48359.0,43176.0,,,86317.0,87084.0,55718.0,46206.0,34407.0,33221.0,,,323121.0,265662.0,78717.0,76505.0,,42109.0,,34344.0,70317.0,39983.0,,,,,71420.0,63307.0,,31228.0,40502.0,52482.0,202381.0,230279.0,71436.0,,106663.0,97536.0,122353.0,129602.0,,,99381.0,116494.0,64167.0,50328.0,232502.0,212184.0,93069.0,18138.0,1604993.0,1587412.0,68564.0,77418.0,109619.0,102755.0,,195438.0,105252.0,171762.0,42164.0,39227.0,245480.0,235665.0,77914.0,98818.0,53056.0,52049.0,25818.0,272789.0,189502.0,133113.0,76700.0,130521.0,113367.0,,139166.0,65961.0,,30824.0,66884.0,74929.0,93656.0,28184.0,,23386.0,46006.0,40700.0,139758.0,53753.0,97328.0,28604.0,,,36847.0,39831.0,94932.0,82672.0,128162.0,168718.0,43842.0,46974.0,52741.0,234366.0,63933.0,97355.0,2643302.0,3940759.0,,,101264.0,84476.0,58750.0,59046.0,81105.0,64666.0,,,28561.0,,52289.0,50640.0,119254.0,131667.0,445043.0,444406.0,,,,,23028.0,,164791.0,,62509.0,53729.0,471015.0,550469.0,,,"(1,7,7-Trimethylbicyclo[2.2.1]hept-2-yl)cyclohexan-1-ol Esi-10.9953575",Esi-,296.2353,10.995357499999999,C16 H28 O,98.58,497
